ISBN.10,ISBN.13,Language,author,image_url,name,review_url,url
1911015486,978-1911015482,english,Piggyback,"https://images-na.ssl-images-amazon.com/images/I/51HTscN%2BTyL._SX444_BO1,204,203,200_.jpg",The Legend of Zelda: Breath of the Wild The Complete Official Guide: -Expanded Edition,https://www.amazon.com/Legend-Zelda-Complete-Official-Expanded/product-reviews/1911015486/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Legend-Zelda-Complete-Official-Expanded/dp/1911015486
078696619X,978-0786966196,english,Wizards RPG Team,"https://images-na.ssl-images-amazon.com/images/I/516h6TMiJhL._SX396_BO1,204,203,200_.jpg",Dungeon Master's Screen Reincarnated,https://www.amazon.com/Dungeon-Masters-Screen-Reincarnated-Wizards/product-reviews/078696619X/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Dungeon-Masters-Screen-Reincarnated-Wizards/dp/078696619X
62433970,978-0062433978,english,Christopher Moore,"https://images-na.ssl-images-amazon.com/images/I/51cxJa0ezeL._SX322_BO1,204,203,200_.jpg",Noir: A Novel,https://www.amazon.com/Noir-Novel-Christopher-Moore/product-reviews/0062433970/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Noir-Novel-Christopher-Moore/dp/0062433970
345535529,978-0345535528,english,George R. R. Martin,"https://images-na.ssl-images-amazon.com/images/I/61Y-vYqyqYL._SY480_BO1,204,203,200_.jpg",A Game of Thrones / A Clash of Kings / A Storm of Swords / A Feast of Crows / A Dance with Dragons,https://www.amazon.com/Thrones-Clash-Kings-Swords-Dragons/product-reviews/0345535529/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Thrones-Clash-Kings-Swords-Dragons/dp/0345535529
525622136,978-0525622130,english,Daniel José Older,"https://images-na.ssl-images-amazon.com/images/I/51NeQnxOm2L._SY344_BO1,204,203,200_.jpg",Last Shot (Star Wars): A Han and Lando Novel,https://www.amazon.com/Last-Shot-Star-Wars-Lando/product-reviews/0525622136/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Last-Shot-Star-Wars-Lando/dp/0525622136
786965592,978-0786965595,english,Wizards RPG Team,"https://images-na.ssl-images-amazon.com/images/I/51Ykm93n8ML._SX389_BO1,204,203,200_.jpg",Dungeons & Dragons Starter Set,https://www.amazon.com/Dungeons-Dragons-Starter-Wizards-Team/product-reviews/0786965592/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Dungeons-Dragons-Starter-Wizards-Team/dp/0786965592
1501126067,978-1501126062,english,Jesmyn Ward,"https://images-na.ssl-images-amazon.com/images/I/515pYTNTrcL._SX324_BO1,204,203,200_.jpg","Sing, Unburied, Sing: A Novel",https://www.amazon.com/Sing-Unburied-Novel-Jesmyn-Ward/product-reviews/1501126067/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Sing-Unburied-Novel-Jesmyn-Ward/dp/1501126067
451475216,978-0451475213,english,J.R. Ward,"https://images-na.ssl-images-amazon.com/images/I/61KZYTifF3L._SY344_BO1,204,203,200_.jpg",The Thief: A Novel of the Black Dagger Brotherhood,https://www.amazon.com/Thief-Novel-Black-Dagger-Brotherhood/product-reviews/0451475216/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Thief-Novel-Black-Dagger-Brotherhood/dp/0451475216
804137277,978-0804137270,english,Ernest Cline,"https://images-na.ssl-images-amazon.com/images/I/51xqmUIOIJL._SY344_BO1,204,203,200_.jpg",Armada: A novel by the author of Ready Player One,https://www.amazon.com/Armada-novel-author-Ready-Player/product-reviews/0804137277/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Armada-novel-author-Ready-Player/dp/0804137277
60850523,978-0060850524,english,Aldous Huxley,"https://images-na.ssl-images-amazon.com/images/I/41l%2B4UobkRL._SX325_BO1,204,203,200_.jpg",Brave New World,https://www.amazon.com/Brave-New-World-Aldous-Huxley/product-reviews/0060850523/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Brave-New-World-Aldous-Huxley/dp/0060850523
345538374,978-0345538376,english,J.R.R. Tolkien,"https://images-na.ssl-images-amazon.com/images/I/51GJzbM5vTL._SX373_BO1,204,203,200_.jpg",The Hobbit and the Lord of the Rings (the Hobbit / the Fellowship of the Ring / the Two Towers / the,https://www.amazon.com/Hobbit-Lord-Rings-Fellowship-Towers/product-reviews/0345538374/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Hobbit-Lord-Rings-Fellowship-Towers/dp/0345538374
451524934,978-0451524935,english,George Orwell,"https://images-na.ssl-images-amazon.com/images/I/31l24hBKHaL._SY344_BO1,204,203,200_.jpg",1984 (Signet Classics),https://www.amazon.com/1984-Signet-Classics-George-Orwell/product-reviews/0451524934/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/1984-Signet-Classics-George-Orwell/dp/0451524934
786965800,978-0786965809,english,Wizards RPG Team,"https://images-na.ssl-images-amazon.com/images/I/51yV7jtt62L._SX381_BO1,204,203,200_.jpg",Sword Coast Adventurer's Guide (D&D Accessory),https://www.amazon.com/Sword-Coast-Adventurers-Guide-Accessory/product-reviews/0786965800/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Sword-Coast-Adventurers-Guide-Accessory/dp/0786965800
812988523,978-0812988529,english,Kurt Vonnegut,"https://images-na.ssl-images-amazon.com/images/I/41jp-9I57KL._SY344_BO1,204,203,200_.jpg",Slaughterhouse-Five: A Novel (Modern Library 100 Best Novels),https://www.amazon.com/Slaughterhouse-Five-Novel-Modern-Library-Novels/product-reviews/0385333846/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Slaughterhouse-Five-Novel-Modern-Library-Novels/dp/0385333846
316547611,978-0316547611,english,Naomi Alderman,"https://images-na.ssl-images-amazon.com/images/I/51PUiZ2CfqL._SY344_BO1,204,203,200_.jpg",The Power,https://www.amazon.com/Power-Naomi-Alderman/product-reviews/0316547611/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Power-Naomi-Alderman/dp/0316547611
765382032,978-0765382030,english,Cixin Liu,"https://images-na.ssl-images-amazon.com/images/I/516e9-TjddL._SX329_BO1,204,203,200_.jpg",The Three-Body Problem,https://www.amazon.com/Three-Body-Problem-Cixin-Liu/product-reviews/0765382032/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Three-Body-Problem-Cixin-Liu/dp/0765382032
076532637X,978-0765326379,english,Brandon Sanderson,"https://images-na.ssl-images-amazon.com/images/I/51G3r2QSvoL._SY344_BO1,204,203,200_.jpg",Oathbringer: Book Three of the Stormlight Archive,https://www.amazon.com/Oathbringer-Book-Three-Stormlight-Archive/product-reviews/076532637X/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Oathbringer-Book-Three-Stormlight-Archive/dp/076532637X
553448129,978-0553448122,english,Andy Weir,"https://images-na.ssl-images-amazon.com/images/I/41rdzW8wCHL._SX327_BO1,204,203,200_.jpg",Artemis: A Novel,https://www.amazon.com/Artemis-Novel-Andy-Weir/product-reviews/0553448129/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Artemis-Novel-Andy-Weir/dp/0553448129
786966092,978-0786966097,english,Wizards RPG Team,"https://images-na.ssl-images-amazon.com/images/I/516pCiqOQWL._SX380_BO1,204,203,200_.jpg",Tales From the Yawning Portal (Dungeons & Dragons),https://www.amazon.com/Tales-Yawning-Portal-Dungeons-Dragons/product-reviews/0786966092/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Tales-Yawning-Portal-Dungeons-Dragons/dp/0786966092
151010269,978-0151010264,english,George Orwell,"https://images-na.ssl-images-amazon.com/images/I/41JxGkhBHWL._SX331_BO1,204,203,200_.jpg",Animal Farm: 1984,https://www.amazon.com/Animal-Farm-1984-George-Orwell/product-reviews/0151010269/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Animal-Farm-1984-George-Orwell/dp/0151010269
786965983,978-0786965984,english,Wizards RPG Team,"https://images-na.ssl-images-amazon.com/images/I/51nbnsVUgbL._SX258_BO1,204,203,200_.jpg",Curse of Strahd: A Dungeons & Dragons Sourcebook (D&D Supplement),https://www.amazon.com/Curse-Strahd-Dungeons-Sourcebook-Supplement/product-reviews/0786965983/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Curse-Strahd-Dungeons-Sourcebook-Supplement/dp/0786965983
1524797111,978-1524797119,english,Jason Fry,"https://images-na.ssl-images-amazon.com/images/I/41uLcf8-sZL._SX330_BO1,204,203,200_.jpg",The Last Jedi: Expanded Edition (Star Wars),https://www.amazon.com/Last-Jedi-Expanded-Star-Wars/product-reviews/1524797111/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Last-Jedi-Expanded-Star-Wars/dp/1524797111
374104093,978-0374104092,english,Jeff VanderMeer,"https://images-na.ssl-images-amazon.com/images/I/51CBSQW0CbL._SY344_BO1,204,203,200_.jpg",Annihilation: A Novel (The Southern Reach Trilogy),https://www.amazon.com/Annihilation-Novel-Southern-Reach-Trilogy/product-reviews/0374104093/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Annihilation-Novel-Southern-Reach-Trilogy/dp/0374104093
60883286,978-0060883287,english,Gabriel Garcia Marquez,"https://images-na.ssl-images-amazon.com/images/I/61O-ltKJb9L._SY344_BO1,204,203,200_.jpg",One Hundred Years of Solitude (Harper Perennial Modern Classics),https://www.amazon.com/Hundred-Solitude-Harper-Perennial-Classics/product-reviews/0060883286/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Hundred-Solitude-Harper-Perennial-Classics/dp/0060883286
316438979,978-0316438971,english,Andrzej Sapkowski,"https://images-na.ssl-images-amazon.com/images/I/51ckGI8q2oL._SX258_BO1,204,203,200_.jpg","The Witcher Boxed Set: Blood of Elves, The Time of Contempt, Baptism of Fire",https://www.amazon.com/Witcher-Boxed-Set-Contempt-Baptism/product-reviews/0316438979/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Witcher-Boxed-Set-Contempt-Baptism/dp/0316438979
441172717,978-0441172719,english,Frank Herbert,"https://images-na.ssl-images-amazon.com/images/I/41%2B-pjts02L._SX281_BO1,204,203,200_.jpg",Dune,https://www.amazon.com/Dune-Frank-Herbert/product-reviews/0441172717/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Dune-Frank-Herbert/dp/0441172717
756404746,,english,Patrick Rothfuss,"https://images-na.ssl-images-amazon.com/images/I/514LJcIGpfL._SX300_BO1,204,203,200_.jpg",The Name of the Wind,https://www.amazon.com/Name-Wind-Patrick-Rothfuss/product-reviews/0756404746/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Name-Wind-Patrick-Rothfuss/dp/0756404746
1328791823,978-1328791825,english,J.R.R. Tolkien,"https://images-na.ssl-images-amazon.com/images/I/5186KTZNTyL._SX329_BO1,204,203,200_.jpg",Beren and Lúthien,https://www.amazon.com/Beren-Lúthien-J-R-R-Tolkien/product-reviews/1328791823/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Beren-L%C3%BAthien-J-R-R-Tolkien/dp/1328791823
374104107,978-0374104108,english,Jeff VanderMeer,"https://images-na.ssl-images-amazon.com/images/I/51Mne-DillL._SY344_BO1,204,203,200_.jpg",Authority: A Novel (The Southern Reach Trilogy),https://www.amazon.com/Authority-Novel-Southern-Reach-Trilogy/product-reviews/0374104107/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Authority-Novel-Southern-Reach-Trilogy/dp/0374104107
1400078776,978-1400078776,english,Kazuo Ishiguro,"https://images-na.ssl-images-amazon.com/images/I/41lc%2B6RXLzL._SX322_BO1,204,203,200_.jpg",Never Let Me Go,https://www.amazon.com/Never-Let-Me-Kazuo-Ishiguro/product-reviews/1400078776/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Never-Let-Me-Kazuo-Ishiguro/dp/1400078776
345391802,978-0345391803,english,Douglas Adams,"https://images-na.ssl-images-amazon.com/images/I/51KIDgdSDfL._SY344_BO1,204,203,200_.jpg",The Hitchhiker's Guide to the Galaxy,https://www.amazon.com/Hitchhikers-Guide-Galaxy-Douglas-Adams/product-reviews/0345391802/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Hitchhikers-Guide-Galaxy-Douglas-Adams/dp/0345391802
786966106,978-0786966103,english,Wizards RPG Team,"https://images-na.ssl-images-amazon.com/images/I/51rX7MnK3%2BL._SX379_BO1,204,203,200_.jpg",Tomb of Annihilation (Dungeons & Dragons),https://www.amazon.com/Tomb-Annihilation-Dungeons-Dragons-Wizards/product-reviews/0786966106/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Tomb-Annihilation-Dungeons-Dragons-Wizards/dp/0786966106
553418025,978-0553418026,english,Andy Weir,"https://images-na.ssl-images-amazon.com/images/I/41i9zBwEU0L._SX322_BO1,204,203,200_.jpg",The Martian,https://www.amazon.com/Martian-Andy-Weir/product-reviews/0553418025/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Martian-Andy-Weir/dp/0553418025
1544237545,978-1544237541,english,Comic Drawing Books,"https://images-na.ssl-images-amazon.com/images/I/41bRvd%2BXaCL._SX384_BO1,204,203,200_.jpg","Blank Comic Book: Variety of Templates, 2-9 panel layouts, 110 pages, 8.5 x 11 inches, Draw your own Comics",https://www.amazon.com/Blank-Comic-Book-Variety-Templates/product-reviews/1544237545/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Blank-Comic-Book-Variety-Templates/dp/1544237545
1534303499,978-1534303492,english,Brian K Vaughan,"https://images-na.ssl-images-amazon.com/images/I/51Gql1r7MoL._SX323_BO1,204,203,200_.jpg",Saga Volume 8,https://www.amazon.com/Saga-8-Brian-K-Vaughan/product-reviews/1534303499/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Saga-8-Brian-K-Vaughan/dp/1534303499
1601259565,978-1601259561,english,James L. Sutter,"https://images-na.ssl-images-amazon.com/images/I/51ViQgNpW0L._SX406_BO1,204,203,200_.jpg",Starfinder Roleplaying Game: Starfinder Core Rulebook,https://www.amazon.com/Starfinder-Roleplaying-Game-Core-Rulebook/product-reviews/1601259565/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Starfinder-Roleplaying-Game-Core-Rulebook/dp/1601259565
374104115,978-0374104115,english,Jeff VanderMeer,"https://images-na.ssl-images-amazon.com/images/I/61k9SRZZvaL._SX333_BO1,204,203,200_.jpg",Acceptance: A Novel (The Southern Reach Trilogy),https://www.amazon.com/Acceptance-Novel-Southern-Reach-Trilogy/product-reviews/0374104115/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Acceptance-Novel-Southern-Reach-Trilogy/dp/0374104115
042528591X,978-0425285916,english,Pierce Brown,"https://images-na.ssl-images-amazon.com/images/I/51TBvQufN6L._SX327_BO1,204,203,200_.jpg",Iron Gold: Book 4 of the Red Rising Saga (Red Rising Series),https://www.amazon.com/Iron-Gold-Book-Rising-Saga/product-reviews/042528591X/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Iron-Gold-Book-Rising-Saga/dp/042528591X
786965649,978-0786965649,english,Wizards RPG Team,"https://images-na.ssl-images-amazon.com/images/I/51VymphV%2BfL._SX380_BO1,204,203,200_.jpg",Hoard of the Dragon Queen (D&D Adventure),https://www.amazon.com/Hoard-Dragon-Queen-Adventure-Wizards/product-reviews/0786965649/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Hoard-Dragon-Queen-Adventure-Wizards/dp/0786965649
785121056,978-0785121053,english,Jim Starlin,"https://images-na.ssl-images-amazon.com/images/I/61DdtgqD2cL._SY344_BO1,204,203,200_.jpg",Infinity War,https://www.amazon.com/Infinity-War-Jim-Starlin/product-reviews/0785121056/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Infinity-War-Jim-Starlin/dp/0785121056
316229296,978-0316229296,english,N. K. Jemisin,"https://images-na.ssl-images-amazon.com/images/I/61XfS2XCw3L._SY344_BO1,204,203,200_.jpg",The Fifth Season (The Broken Earth),https://www.amazon.com/Fifth-Season-Broken-Earth/product-reviews/0316229296/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Fifth-Season-Broken-Earth/dp/0316229296
374261172,978-0374261177,english,Jeff VanderMeer,"https://images-na.ssl-images-amazon.com/images/I/51f%2BMOTspjL._SX258_BO1,204,203,200_.jpg",Area X: The Southern Reach Trilogy: Annihilation; Authority; Acceptance,https://www.amazon.com/Area-Southern-Annihilation-Authority-Acceptance/product-reviews/0374261172/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Area-Southern-Annihilation-Authority-Acceptance/dp/0374261172
812550706,978-0812550702,english,Orson Scott Card,"https://images-na.ssl-images-amazon.com/images/I/51L10EnuJbL._SX295_BO1,204,203,200_.jpg",Ender's Game (The Ender Quintet),https://www.amazon.com/Enders-Ender-Quintet-Orson-Scott/product-reviews/0812550706/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Enders-Ender-Quintet-Orson-Scott/dp/0812550706
345457684,978-0345457684,english,Richard K. Morgan,"https://images-na.ssl-images-amazon.com/images/I/51c00aRa3IL._SY344_BO1,204,203,200_.jpg",Altered Carbon (Takeshi Kovacs),https://www.amazon.com/Altered-Carbon-Takeshi-Kovacs-Richard/product-reviews/0345457684/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Altered-Carbon-Takeshi-Kovacs-Richard/dp/0345457684
451191145,978-0451191144,english,Ayn Rand,"https://images-na.ssl-images-amazon.com/images/I/51TyZI03%2B9L._SY344_BO1,204,203,200_.jpg",Atlas Shrugged,https://www.amazon.com/Atlas-Shrugged-Ayn-Rand/product-reviews/0451191145/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Atlas-Shrugged-Ayn-Rand/dp/0451191145
147517389,978-0147517388,english,Lev Grossman,"https://images-na.ssl-images-amazon.com/images/I/51EytH1ugfL._SY344_BO1,204,203,200_.jpg",The Magicians Trilogy Boxed Set: The Magicians; The Magician King; The Magician's Land,https://www.amazon.com/Magicians-Trilogy-Boxed-Set-Magician/product-reviews/0147517389/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Magicians-Trilogy-Boxed-Set-Magician/dp/0147517389
786966009,978-0786966004,english,Wizards RPG Team,"https://images-na.ssl-images-amazon.com/images/I/51T9umHQhdL._SX380_BO1,204,203,200_.jpg",Storm King's Thunder (Dungeons & Dragons),https://www.amazon.com/Storm-Kings-Thunder-Dungeons-Dragons/product-reviews/0786966009/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Storm-Kings-Thunder-Dungeons-Dragons/dp/0786966009
034553980X,978-0345539809,english,Pierce Brown,"https://images-na.ssl-images-amazon.com/images/I/51o6CzgXwLL._SX331_BO1,204,203,200_.jpg",Red Rising,https://www.amazon.com/Red-Rising-Pierce-Brown/product-reviews/034553980X/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Red-Rising-Pierce-Brown/dp/034553980X
440212561,978-0440212560,english,Diana Gabaldon,"https://images-na.ssl-images-amazon.com/images/I/51xPHwS9JdL._SX297_BO1,204,203,200_.jpg",Outlander,https://www.amazon.com/Outlander-Diana-Gabaldon/product-reviews/0440212561/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Outlander-Diana-Gabaldon/dp/0440212561
316311294,978-0316311298,english,James S. A. Corey,"https://images-na.ssl-images-amazon.com/images/I/51T4ZXzA3sL._SX258_BO1,204,203,200_.jpg","The Expanse Boxed Set: Leviathan Wakes, Caliban's War and Abaddon's Gate",https://www.amazon.com/Expanse-Boxed-Set-Leviathan-Calibans/product-reviews/0316311294/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Expanse-Boxed-Set-Leviathan-Calibans/dp/0316311294
316389706,978-0316389709,english,Andrzej Sapkowski,"https://images-na.ssl-images-amazon.com/images/I/5153meJKTYL._SX321_BO1,204,203,200_.jpg",Sword of Destiny (The Witcher),https://www.amazon.com/Sword-Destiny-Witcher-Andrzej-Sapkowski/product-reviews/0316389706/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Sword-Destiny-Witcher-Andrzej-Sapkowski/dp/0316389706
155597788X,978-1555977887,english,Carmen Maria Machado,"https://images-na.ssl-images-amazon.com/images/I/51%2BT%2BwaSvYL._SY344_BO1,204,203,200_.jpg",Her Body and Other Parties: Stories,https://www.amazon.com/Her-Body-Other-Parties-Stories/product-reviews/155597788X/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Her-Body-Other-Parties-Stories/dp/155597788X
765386690,978-0765386694,english,Cixin Liu,"https://images-na.ssl-images-amazon.com/images/I/513vduTWTXL._SY344_BO1,204,203,200_.jpg",The Dark Forest (Remembrance of Earth's Past),https://www.amazon.com/Dark-Forest-Remembrance-Earths-Past/product-reviews/0765386690/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Dark-Forest-Remembrance-Earths-Past/dp/0765386690
345404475,978-0345404473,english,Philip K. Dick,"https://images-na.ssl-images-amazon.com/images/I/41U97Qj7iML._SY344_BO1,204,203,200_.jpg",Do Androids Dream of Electric Sheep?: The inspiration for the films Blade Runner and Blade Runner 2049,https://www.amazon.com/Androids-Dream-Electric-Sheep-inspiration/product-reviews/0345404475/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Androids-Dream-Electric-Sheep-inspiration/dp/0345404475
076245945X,978-0762459452,english,Running Press,"https://images-na.ssl-images-amazon.com/images/I/51tKrWe8utL._SY443_BO1,204,203,200_.jpg",Harry Potter: Collectible Quidditch Set - Accessory,https://www.amazon.com/Harry-Potter-Collectible-Quidditch-Accessory/product-reviews/076245945X/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Harry-Potter-Collectible-Quidditch-Accessory/dp/076245945X
786965789,978-0786965786,english,Wizards RPG Team,"https://images-na.ssl-images-amazon.com/images/I/61CrxUH%2BetL._SX258_BO1,204,203,200_.jpg",Princes of the Apocalypse (D&D Accessory),https://www.amazon.com/Princes-Apocalypse-D-Accessory/product-reviews/0786965789/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Princes-Apocalypse-D-Accessory/dp/0786965789
756407915,978-0756407919,english,Patrick Rothfuss,"https://images-na.ssl-images-amazon.com/images/I/51Dq6YTfDLL._SX283_BO1,204,203,200_.jpg",The Wise Man's Fear (Kingkiller Chronicle),https://www.amazon.com/Wise-Mans-Fear-Kingkiller-Chronicle/product-reviews/0756407915/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Wise-Mans-Fear-Kingkiller-Chronicle/dp/0756407915
62473557,978-0062473554,english,Ruth Hogan,"https://images-na.ssl-images-amazon.com/images/I/51dir0tPoeL._SX332_BO1,204,203,200_.jpg",The Keeper of Lost Things: A Novel,https://www.amazon.com/Keeper-Lost-Things-Novel/product-reviews/0062473557/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Keeper-Lost-Things-Novel/dp/0062473557
316029181,978-0316029186,english,Andrzej Sapkowski,"https://images-na.ssl-images-amazon.com/images/I/51eHtkVLL5L._SY344_BO1,204,203,200_.jpg",The Last Wish: Introducing The Witcher,https://www.amazon.com/Last-Wish-Introducing-Witcher/product-reviews/0316029181/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Last-Wish-Introducing-Witcher/dp/0316029181
765365278,978-0765365279,english,Brandon Sanderson,"https://images-na.ssl-images-amazon.com/images/I/516LVWmpRbL._SY344_BO1,204,203,200_.jpg",The Way of Kings,https://www.amazon.com/Way-Kings-Brandon-Sanderson/product-reviews/0765365278/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Way-Kings-Brandon-Sanderson/dp/0765365278
345538986,978-0345538987,english,Michael Crichton,"https://images-na.ssl-images-amazon.com/images/I/51adfpFxITL._SY344_BO1,204,203,200_.jpg",Jurassic Park: A Novel,https://www.amazon.com/Jurassic-Park-Novel-Michael-Crichton/product-reviews/0345538986/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Jurassic-Park-Novel-Michael-Crichton/dp/0345538986
765386631,978-0765386632,english,Cixin Liu,"https://images-na.ssl-images-amazon.com/images/I/51QSPWSDylL._SX329_BO1,204,203,200_.jpg",Death's End (Remembrance of Earth's Past),https://www.amazon.com/Deaths-End-Remembrance-Earths-Past/product-reviews/0765386631/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Deaths-End-Remembrance-Earths-Past/dp/0765386631
804172447,978-0804172448,english,Emily St. John Mandel,"https://images-na.ssl-images-amazon.com/images/I/51-qQ2TbIPL._SX323_BO1,204,203,200_.jpg",Station Eleven,https://www.amazon.com/Station-Eleven-Emily-John-Mandel/product-reviews/0804172447/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Station-Eleven-Emily-John-Mandel/dp/0804172447
786965819,978-0786965816,english,Wizards RPG Team,"https://images-na.ssl-images-amazon.com/images/I/51LOlkLFtVL._SX258_BO1,204,203,200_.jpg",Out of the Abyss (D&D Accessory),https://www.amazon.com/Out-Abyss-D-Accessory/product-reviews/0786965819/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://www.amazon.com/Out-Abyss-D-Accessory/dp/0786965819
